mz,rt,H2O_Mix1_150_450.mzXML,H2O_Mix10_150_450.mzXML,H2O_Mix11_150_450.mzXML,H2O_Mix12_150_450.mzXML,H2O_Mix2_150_450.mzXML,H2O_Mix3_150_450.mzXML,H2O_Mix4_150_450.mzXML,H2O_Mix5_150_450.mzXML,H2O_Mix6_150_450.mzXML,H2O_Mix7_150_450.mzXML,H2O_Mix8_150_450.mzXML,H2O_Mix9_150_450.mzXML,MeOH_2.mzXML,SampleID,ID,SMILES,Adducts,LOGP,formula,mserror,db,rtscore,msscore,allscore,Final
220.1181895,1.373991667,4398.011719,1676894.375,1287.378296,31007.9082,2854.281006,2558.135498,100,2103.675293,5101691.5,2493.845459,39588.71094,2183.957275,2500.439209,9,191,CC(C)(CO)C(O)C(=O)NCCC(O)=O,[M+H]+,-1.343,C9H17NO5,1.053042529,STD,-0.074177063,-0.277224642,-0.351401705,
220.1331126,2.503166667,7239.520508,4491.16748,3045.7771,2663.520508,4268.510742,4638.083984,7990361.5,3031.651611,3075.72168,3810.561279,4882.430176,3481.864258,2655.772705,7,875,OC(=O)C(C1CCCCN1)C1=CC=CC=C1,[M+H]+,1.988,C13H17NO2,-0.459769459,STD,-0.336678073,-0.052846989,-0.389525061,
221.0921122,0.783215,100,111085.8438,42802.75781,11137.02344,18714.70508,7334852.5,7788.509277,100,1811.887939,30137.7168,30725.32813,6785388.5,1799.003174,6,659,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,[M+H]+,-2.315,C11H12N2O3,0.157958177,STD,-0.116916562,-0.006237696,-0.123154259,
222.9956309,1.328085,134176.0313,3570.160889,3096.880371,47691.53516,63110.58594,4611451,16453.31641,16085.09961,6203.92334,3587.188232,3123.119629,2849.981201,5351.516113,6,169,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,[M+H]+,-0.981,C4H6N4O3S2,0.961454106,STD,-0.167033923,-0.2310985,-0.398132423,
223.0750987,4.210716667,52090.78516,11743.04004,15238.59863,20521.02734,14591.5918,13070.31836,258079056,82583.53906,28652.61914,15480.9502,13523.33203,13565.3418,21193.16016,7,833,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,[M+H]+,2.225,C15H10O2,-1.192094046,STD,-0.152638666,-0.355272054,-0.507910719,
223.107783,1.778233333,6994.124512,100,2410.797852,100,3500.814697,100,7598791.5,2663.781738,100,1479.572876,118797.7031,2617.838379,1835.983765,7,709,NC(CC1=CC=CC=C1)C(=O)NCC(O)=O,[M+H]+,-2.403,C11H14N2O3,0.249653657,STD,-0.084978772,-0.015581737,-0.10056051,
224.0917714,2.6123,2465.52417,4135.84668,2240.493652,2604.103516,58016.5625,71452.95313,4702.374023,3117.012695,5109.305176,3205.339111,3294.31665,15410563,3197.144531,12,156,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,[M+H]+,-0.269,C11H13NO4,0.12737498,STD,-0.026174517,-0.004056096,-0.030230614,
225.0909576,3.979266667,81750416,25566.61133,386837.0625,18507.03516,32325.95703,12870.92383,21114.89844,63035.19141,31352.43164,7173.372559,9441.174805,14392.73047,6617.702148,1,1022,OC1=CC=C(\C=C/C(=O)C2=CC=CC=C2)C=C1,[M+H]+,2.035,C15H12O2,-0.25304614,STD,-0.093839125,-0.016008087,-0.109847212,
225.1485952,4.030983333,114769.5313,498084.3438,16962458,117277.6406,73741.99219,66897.15625,116466.7969,180053.3438,136128.6406,70976.63281,58252.48828,123140.75,106076.5547,3,275,CC\C=C/C[C@@H]1[C@@H](CC(=O)OC)CCC1=O,[M+H]+,2.139,C13H20O3,0.291692488,STD,-0.094103565,-0.021271127,-0.115374692,
226.0934194,0.625493333,10386650,100,100,100,100,100,210966.4219,41424.69531,100,100,100,100,100,1,745,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,[M+H]+,-0.336,C8H11N5O3,-0.242409072,STD,-1.061737427,-0.01469054,-1.076427967,
227.0664927,1.318318333,1448094.625,2136.555664,100,1624.559082,100,100,100,100,100,100,100,100,100,1,652,N[C@@H](CC1=CC=C(O)C(=C1)[N+]([O-])=O)C(O)=O,[M+H]+,-1.636,C9H10N2O5,1.04073687,STD,-0.047803153,-0.270783308,-0.318586461,
227.1140849,0.45671,100,24463.95508,100,100,100,100,100,100,100,146101.9375,100,100,100,10,779,NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O,[M+H]+,-4.099,C9H14N4O3,0.922794186,STD,-5.27E-05,-0.212887277,-0.212939989,
228.0976715,0.520916667,34287.61328,100,10470.60547,100,100,496403.7188,100,100,100,100,100,16483.68164,100,6,752,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1,[M+H]+,-1.592,C9H13N3O4,-0.961830121,STD,-0.516010198,-0.231279295,-0.747289493,
229.0861715,2.988733333,14329678,33317.90234,10388.29102,10585.13086,8752.460938,5042764.5,9408.295898,33122.10938,29710.88867,5749.700195,57790.38281,32775.11328,46181.55078,1,1024,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,[M+H]+,2.048,C14H12O3,1.05754135,STD,-0.09116102,-0.279598427,-0.370759447,
229.1799672,4.491966667,29779.82617,22718.85938,33013.23438,22343.41992,29418.86328,52101.66406,22171.96094,11345.62402,24692.21094,23708.25977,20340556,26095.57422,20938.56445,11,201,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C(C)O,[M+H]+,3.44,C13H24O3,0.600595539,STD,-0.039477085,-0.09017875,-0.129655835,
230.0551402,1.743583333,100,100,18164.60938,2008.69458,2478.077148,100,27257738,28398.60156,24809.58398,7068.49707,4457.243652,2956.635254,3256.904785,7,720,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,[M+H]+,-1.436,C6H8ClN7O,-0.132240432,STD,-0.000361692,-0.004371883,-0.004733575,
231.1588694,4.329933333,183219.7656,11468738,188425.6094,22860050,32607.03711,59477.01563,14596.53418,38217.22266,86791.69531,132145.2813,1029449.375,63930.22266,46685.76953,4,248;491;947,CC(C)OC(=O)CCCCC(=O)OC(C)C;CCCOC(=O)CCCCC(=O)OCCC;OC(=O)CCCCCCCCCCC(O)=O,[M+H]+;[M+H]+;[M+H]+,2.414;2.21;3.42,C12H22O4;C12H22O4;C12H22O4,-0.972381222304694;-0.972381222304694;-0.972381222304694,STD;STD;STD,-0.165542198614404;-0.218947753848602;-0.0111956845638151,-0.236381310372693;-0.236381310372693;-0.236381310372693,-0.401923508987096;-0.455329064221295;-0.247576994936508,
233.1283824,2.85595,100,4205.450684,289647.3438,1424.487305,16135.74023,100,105507.75,100,100,77974168,499056.75,3117.992188,100,10,621,COC1=CC=C2NC=C(CCNC(C)=O)C2=C1,[M+H]+,0.963,C13H16N2O2,-0.345024875,STD,-0.003392497,-0.029760541,-0.033153038,
236.175766,0.871613333,100,10254.18359,100,100,100,100,43253632,21554.23438,2522.087646,100,100,100,100,7,494,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,[M+H]+,0.346,C13H21N3O,0.079141105,STD,-1.175782365,-0.001565829,-1.177348193,
237.1019338,3.583833333,56207.62109,100,44140.01953,2468.470459,100,2985.858643,100,22979.37109,2353525.5,6562.758789,89485.73438,4550.47998,7320.508789,9,704,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,[M+H]+,0.792,C15H12N2O,-1.325180246,STD,-0.191007592,-0.439025671,-0.630033263,
237.123408,1.81435,100,207511.7656,2026.674927,100,100,100,4551.911621,100,17596698,28980.48633,90707.66406,5954.413086,100,9,257,CC(N)C(=O)NC(CC1=CC=CC=C1)C(O)=O,[M+H]+,-1.877,C12H16N2O3,0.129045353,STD,-0.024378143,-0.004163176,-0.028541319,
239.0699005,4.613233333,41705.00781,53660.04297,9691.140625,13212.99316,11087.40234,11067.01074,80089096,3135.962646,13250.52246,8458758,486823.875,193336.3594,5680.234863,7,1015,OC1=C(OC2=CC=CC=C2C1=O)C1=CC=CC=C1,[M+H]+,2.573,C15H10O3,-1.584002437,STD,-0.283173283,-0.62726593,-0.910439213,
239.0912374,3.254316667,8572.180664,21634.92188,12642.32031,8272.823242,7534337.5,50461.07031,9786.216797,6541.878418,9817.469727,8655.617188,7804.3125,10432.30176,9261.140625,5,601,COC1=CC(\C=C\C(O)=O)=CC(OC)=C1OC,[M+H]+,1.073,C12H14O5,-0.716102915,STD,-0.023072931,-0.128200846,-0.151273777,
239.1027679,0.845528333,100,6435.09668,100,1705.455078,100,17433.95703,38133.96094,100,100,2350140.5,100,4895.56543,100,10,771,NCC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O,[M+H]+,-3.539,C11H14N2O4,0.527155487,STD,-0.003892283,-0.069473227,-0.07336551,
240.1148682,3.0448,100,100,38604.03516,24930.3125,100,42721.27734,100,1228078.375,129475.9219,2162.47168,100,100,100,8,260,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,[M+H]+,2.3,C13H18ClNO,-0.452849667,STD,-0.117741203,-0.051268205,-0.169009408,
240.1591441,2.073933333,8560.483398,7046.004883,38444.63281,44985.95313,12139.62793,27904.2168,4370.506348,29938770,36137.80078,52340.20313,55529.07031,49657.21484,50584.80469,8,188,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,[M+H]+,0.469,C13H21NO3,-1.184282789,STD,-0.150197673,-0.350631431,-0.500829104,
241.0313314,0.45671,25980.16211,61793.125,3108.964844,3595.145508,57567.91016,4995.981934,9168.763672,15080.75195,20290.32031,673211.9375,11524.30762,34624.95313,2885.765625,10,673,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,[M+H]+,-3.312,C6H12N2O4S2,0.821802738,STD,-0.058942458,-0.168839935,-0.227782393,
241.1295827,0.474176667,100,2729369,4248.985352,100,100,100,100,100,100,100,100,100,100,2,546,CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O,[M+H]+,-3.795,C10H16N4O3,0.237726874,STD,-0.007670112,-0.014128517,-0.021798628,
242.1169891,3.8954,100,119446.5938,3506.310791,32694.06641,4450.225098,2996.838379,100,28053.25391,2138.541504,1590.859497,19194.39063,3717.065186,100,2,285,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,[M+H]+,2.429,C15H15NO2,-2.37308526,STD,-0.018837828,-1.407883412,-1.42672124,
242.1173299,4.79365,5468.799316,16019.09082,3506.310791,32694.06641,2193.447021,27038678,36366.87109,43154.32422,6237.76123,100,19194.39063,100,4806.325195,6,285,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,[M+H]+,2.429,C15H15NO2,-0.965584062,STD,-0.469656339,-0.233088145,-0.702744484,
243.1014913,3.444833333,10076.66016,4746.801758,14195.92188,41416.18359,9403.828125,17044.7207,100,15975.12402,2856.100098,25929.42188,9011607,8680.583984,3566.257568,11,1026,OC1=CC=C(C=C1)[C@H]1COC2=CC(O)=CC=C2C1,[M+H]+,1.182,C15H14O3,-0.36202033,STD,-0.055470168,-0.03276468,-0.088234848,
244.0928701,0.504936667,100,10554.51855,10917.07227,3460.271484,100,9946285,100,100,100,494859.1875,4091.709961,2710.960205,100,6,749,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,[M+H]+,-2.193,C9H13N3O5,0.26455708,STD,-0.300557506,-0.017497612,-0.318055118,
244.1329041,3.8954,100,204138640,28643.11133,54176.95703,20955.11328,9737.905273,39970.69141,400578.375,3230.796387,3644.70166,144519.625,7286.21582,3860.526611,2,632,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,[M+H]+,1.709,C15H17NO2,-1.268764926,STD,-0.124411898,-0.402441109,-0.526853007,
245.0882111,0.526425,100,100,100,100,100,100896.8281,139037.3594,100,100,3504.664063,100,100,100,7,699,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,[M+H]+,-2.433,C8H12N4O5,0.63878866,STD,-0.214644092,-0.102012738,-0.31665683,
245.0955404,2.364616667,15191.40918,2094.629395,100,100,100,100,100,100,12434967,100,1980.307007,2874.860352,100,9,75,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,[M+H]+,0.463,C10H16N2O3S,0.376443337,STD,-0.043429951,-0.035427396,-0.078857347,
245.1745199,4.04335,208711.9219,27915040,22729.98438,94076.03906,29052.85547,32339.13281,68728.57031,52499.66016,132994.8125,8386411.5,17103.87109,114167.6563,18314.89063,2,948,OC(=O)CCCCCCCCCCCC(O)=O,[M+H]+,3.989,C13H24O4,-0.915442719,STD,-0.057278376,-0.209508843,-0.266787219,
247.1079356,2.7727,100,16565.62695,100,100,5512613.5,4185.902344,40854.41797,215741.3125,100,148509.2813,2528.986084,100,100,5,2,[H][C@@](CC1=CNC2=CC=CC=C12)(N=C(C)O)C(O)=O,[M+H]+,0.599,C13H14N2O3,0.842901158,STD,-1.16E-08,-0.17762059,-0.177620602,
249.0691376,2.073933333,100,100,100,100,100,100,19782.38281,19625452,10530.2959,2152.162109,100,100,4159.356934,8,739,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,[M+H]+,-0.49,C12H12N2O2S,-0.384338096,STD,-0.010112257,-0.036928943,-0.0470412,
252.10908,0.672356667,19497.34766,100,2220.052002,100,100,20927078,100,100,15562.50977,100,64292.34375,100,100,6,757,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,[M+H]+,-1.766,C10H13N5O3,-0.175730501,STD,-0.329322308,-0.007720302,-0.33704261,
253.0931396,0.683751667,100,2239.828613,100,100,100,100,100,100,100,100,169558.7188,15388.03906,100,11,998,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O,[M+H]+,-1.346,C10H12N4O4,-0.00099395,STD,-0.47970054,-2.47E-07,-0.479700787,
253.0969187,3.463266667,12018415,3284.308594,2375.449219,100,3524.482178,11871.28711,100,8354163.5,77251.05469,2502.972168,100,12806.20801,2259.101563,1,843,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,[M+H]+,1.417,C15H12N2O2,-0.963497064,STD,-0.031131481,-0.232081648,-0.263213129,
253.1228078,1.432573333,100,100,100,100,100,100,22898878,100,100,100,100,100,100,7,135;832,C\N=C(\NCCSCC1=C(C)NC=N1)NC#N;O=C(OCCC1=CC=CC=C1)\C=C\C1=CC=CC=C1,[M+H]+;[M+H]+,1.025;3.88,C10H16N6S;C17H16O2,-0.760023814785703;1.9477527222643,STD;STD,-0.893530311136474;-3.23879303579228,-0.144409049760353;-0.948435166771998,-1.03793936089683;-4.18722820256427,
254.114563,2.55355,100,2578.080811,100,100,147879808,114012.1328,30678.10352,12396.26172,9352.178711,4427.004883,100,2964.548828,4480.432129,5,753,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,[M+H]+,-1.459,C12H11N7,-1.241218588,STD,-0.232384657,-0.385155896,-0.617540553,
254.1247508,0.618355,100,2238.275635,2266.54541,100,100,100,100,100,100,8169170.5,100,100,100,10,744,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,[M+H]+,-0.402,C10H15N5O3,-0.092973581,STD,-1.030246258,-0.002161022,-1.032407279,
255.0648346,3.32635,82762.92969,45518.57813,8299.823242,3859.675781,7396.532715,28261.12109,17045.61914,5610.231445,3635.806641,4939.247559,677571.6875,128051952,9219.395508,12,1018;1031,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1;OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,[M+H]+;[M+H]+,1.852;1.124,C15H10O4;C15H10O4,-1.40829006706816;-1.40829006706816,STD;STD,-0.00138962401440827;-0.0326113715955662,-0.495820228250711;-0.495820228250711,-0.497209852265119;-0.528431599846277,
255.1011759,3.901766667,173945.7031,11924.51465,11745.24023,23085.05469,8914.800781,6057.80957,100,80469968,97514.50781,17812.30273,25950.48047,13392.42383,28857.54688,8,184,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,[M+H]+,1.651,C16H14O3,-1.581160841,STD,-0.139848019,-0.625017402,-0.76486542,
256.0964152,3.722866667,100,100,100,33389.46484,9567.871094,100,22917.2832,65664708,12793.26074,100,6966.577637,4639.376953,100,8,913,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,[M+H]+,1.411,C15H13NO3,-1.613057241,STD,-0.113320218,-0.650488416,-0.763808634,
256.1038106,0.572348333,5755.275879,100,100,100,100,100,5217835,100,100,100,100,100,100,7,765,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,[M+H]+,-2.322,C9H13N5O4,-0.891325062,STD,-0.219487833,-0.198615092,-0.418102925,
256.1692912,3.478816667,74621424,44711.08203,5433.773926,43823.94141,57266.19531,11342.05859,16516.07617,12306.91211,2552.318848,170398.7656,2112.04126,100,4822.530273,1,531,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,[M+H]+,1.922,C17H21NO,-1.202804652,STD,-0.001211099,-0.361684757,-0.362895856,
257.0804036,3.7076,8346.899414,7193.519043,7253.013672,11306.92676,10298.29004,20876.20117,12250.79492,4721895.5,13780.83105,4158.162109,152651.5625,5416.269531,2961.031982,8,1023,OC1=CC=C(\C=C\C(=O)C2=C(O)C=C(O)C=C2)C=C1,[M+H]+,1.669,C15H12O4,-1.712515465,STD,-0.062552909,-0.733177305,-0.795730214,
258.1102905,0.475863333,100,100,100,100,100,100,29813.20508,100,3935323.75,2838500.75,100,100,100,9,120,C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](O)CO,[M+H]+,-2.928,C8H20NO6P,0.703681142,STD,-0.119723987,-0.123791787,-0.243515774,
259.0963745,3.916183333,11790.23047,109734.25,13669.66602,268775.7813,1759735.125,4532.541992,43388.875,59397.35938,4451.510742,18121.03711,19004.49219,7530.474121,5885.839844,5,178,CC(=O)OC1=CC(C)=C(OC(C)=O)C2=CC=CC=C12,[M+H]+,1.937,C15H14O4,-0.460787154,STD,-0.088309709,-0.0530812,-0.141390909,
259.1903585,4.241866667,443356.5625,13931086,1638607.875,122343.75,234171.1719,152114,35073.65234,98876.59375,3761035,15559984,201874.3125,115024,131203.5938,10,949,OC(=O)CCCCCCCCCCCCC(O)=O,[M+H]+,4.558,C14H26O4,-0.138200287,STD,-0.083224043,-0.00477483,-0.087998873,
260.1642253,3.316783333,9788.520508,161627.3125,2827.426514,179814.125,3656.519287,2571.512695,222945552,83346.92188,20973.74609,7966.705078,5829.041504,11962.15527,12333.65625,7,246,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12,[M+H]+,2.023,C16H21NO2,-1.109451473,STD,-0.008890376,-0.307720643,-0.316611019,
265.1180929,2.10755,100,100,100,16888.55273,100,100,83963.71094,5805073,100,8524.634766,100,100,100,8,700,NC(=O)CC[C@H](NC(=O)CC1=CC=CC=C1)C(O)=O,[M+H]+,-0.302,C13H16N2O4,-0.751156512,STD,-0.018580466,-0.141059027,-0.159639492,
265.1187439,2.785066667,100,100,100,16888.55273,100,100,83963.71094,17730.91992,100,220122.0781,100,100,100,10,700,NC(=O)CC[C@H](NC(=O)CC1=CC=CC=C1)C(O)=O,[M+H]+,-0.302,C13H16N2O4,1.704505979,STD,-0.076770015,-0.726335158,-0.803105173,
265.1433004,4.182283333,50415.78906,33594.25,33773.16016,45077.95703,39414.95703,40197.33203,54904.52344,21102040,38215.1875,79260.4375,37562.13672,37036.52734,29087.22656,8,859,OC(=O)\C=C(/C)\C=C\[C@@]1(O)C(C)=CC(=O)CC1(C)C,[M+H]+,0.878,C15H20O4,-0.542067821,STD,-0.602873782,-0.073459381,-0.676333163,
267.1239726,3.0302,45181.33203,35616.21484,41465.33594,59707.5,36303.13672,19766.51953,26251.48828,28032.79883,269363.4063,65184080,37228.26563,25099.50391,33543.70313,10,303,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,[M+H]+,0.515,C15H14N4O,-0.275247217,STD,-0.033176031,-0.018940258,-0.052116289,
267.1700643,1.399378333,34071.05859,37319.03125,100,5606.631348,100,100,51109520,2229.982422,100,7616.841797,100,100,100,7,245,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,[M+H]+,-0.465,C14H22N2O3,-0.985550667,STD,-0.270003349,-0.242827529,-0.512830879,
268.0747172,2.5386,100,100,100,100,52200664,100,100,100,100,100,5491.141113,100,100,5,338,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,[M+H]+,0.548,C11H13N3O3S,-1.23023994,STD,-0.016302354,-0.378372578,-0.394674931,
268.1037089,0.633436667,65022.36719,100,100,100,100,100,100,100,16238704,15152.71973,3129425.5,28543.99219,100,9,733;764,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1;NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1,[M+H]+;[M+H]+,-2.367;-1.671,C10H13N5O4;C10H13N5O4,-1.23085579971742;-1.23085579971742,STD;STD,-0.174519752911821;-0.391929876401356,-0.378751499924502;-0.378751499924502,-0.553271252836324;-0.770681376325859,
269.0620626,0.514031667,41467.0625,20031.33008,100,18671.81055,349196.8125,100,100,100,6734.372559,100873.9531,18893.52734,100,100,5,715,NC(CCSSCCC(N)C(O)=O)C(O)=O,[M+H]+,-2.596,C8H16N2O4S2,-1.378189911,STD,-0.178150488,-0.474851857,-0.653002346,
269.0804749,3.8654,4623320.5,58959.86719,3518.303467,33250.80078,93213.88281,42843.55859,22437.8418,100,9175.537109,170608.7344,59443.31641,12660.84082,14434.3877,1,614,COC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,[M+H]+,1.445,C16H12O4,-1.37150971,STD,-0.170917663,-0.470259721,-0.641177384,
269.124176,0.508775,100,19841.99609,100,100,100,100,100,100,100,22835718,100,100,100,10,171,CC(=O)NCCC(=O)N[C@H](CC1=CN=CN1)C(O)=O,[M+H]+,-1.657,C11H16N4O4,-0.980865461,STD,-0.498852006,-0.240524263,-0.739376269,
269.1542155,4.063966667,12470.0918,8259.856445,12367.53711,11100.5,10336.74219,1207599.375,6556.541016,19398.94922,6872.668457,7560.835938,7396.551758,10088.2207,8036.056641,6,349,CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,[M+H]+,4.052,C18H20O2,2.231415142,STD,-0.060321047,-1.244803384,-1.305124431,
271.059845,3.545466667,100,304710.9063,99365.46875,4731.916504,46671.89453,226426.4844,43731.85156,9799.311523,19310.99805,78501.80469,39768.08594,41556092,26164.09961,12,1030;1032;1043,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1;OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O;OC1=CC2=C(C(O)=C1O)C(=O)C=C(O2)C1=CC=CC=C1,[M+H]+;[M+H]+;[M+H]+,1.138;1.043;2.361,C15H10O5;C15H10O5;C15H10O5,-0.971849213001828;-0.971849213001828;-0.971849213001828,STD;STD;STD,-0.0961556200450524;-0.114595609041571;-0.00312588342859572,-0.236122723203068;-0.236122723203068;-0.236122723203068,-0.332278343248121;-0.350718332244639;-0.239248606631664,
271.1107585,3.670283333,37379.90625,4661.868164,8248.316406,19786.79688,324594.75,6036.340332,93784568,43167980,12231.3584,7895.806152,324253.5938,9385.132813,10897.64551,7,484,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,[M+H]+,1.099,C12H18N2O3S,-1.252759057,STD,-0.158338247,-0.392351313,-0.55068956,
271.1695964,4.063966667,100,10141.62012,11686.01367,14300.32422,24696.73828,6356503.5,27902.94727,1168854,34910.87109,16584.32031,38705.19141,14527.36035,11824.01758,6,54,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,[M+H]+,2.865,C18H22O2,1.222313163,STD,-0.012017065,-0.373512367,-0.385529432,
271.180247,3.43245,2715354.5,3237.755371,100,100,172463.0938,43847.17188,21297.57422,9850.765625,6680.915527,100,174783.8906,3040.891846,2776.264404,1,530,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,[M+H]+,1.315,C17H22N2O,-0.926730729,STD,-0.035405452,-0.214707461,-0.250112913,
273.0752767,3.461,16410.33203,10983.26465,12278.61035,22364.38867,113949.8125,4261.998535,6792.306152,55137.06641,6894.605469,11763.65625,79917.92969,32426732,6741.601563,12,64,[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1,[M+H]+,0.79,C15H12O5,-1.764375369,STD,-0.131548672,-0.77825511,-0.909803783,
273.0760295,2.927433333,16410.33203,17641.04688,12278.61035,22364.38867,2243040,26223.25586,6792.306152,55137.06641,6894.605469,11763.65625,24369.99609,11875.89063,6741.601563,5,64,[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1,[M+H]+,0.79,C15H12O5,0.992249798,STD,-0.001379582,-0.246139915,-0.247519497,
275.0911764,3.4935,87061.35938,21225.15234,19159.95703,16468.5,20699.83398,5727.557129,9062.557617,25461.28125,11432.40039,13975.60156,23412694,15735.02637,15616.71582,11,1035,OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1,[M+H]+,1.803,C15H14O5,-0.844262226,STD,-0.006299944,-0.178194677,-0.184494621,
275.1306661,3.245516667,100,10731.65332,13765.9209,20521.01758,100,2308.239746,100,55461036,251847.9063,29773.08203,55468.08594,17437.45703,50504.66016,8,525,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,[M+H]+,1.366,C16H19ClN2,-1.072955622,STD,-0.003462648,-0.287808442,-0.291271089,
277.0405273,3.551916667,12491.8916,12147.83984,5394.294922,4448.520996,2405762,12832.50098,100,23042292,8506.780273,3561.218018,106609.5078,4367.152344,4364.723145,8,488,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,[M+H]+,0.504,C10H13ClN2O3S,-1.07694081,STD,-0.253772342,-0.289950377,-0.543722719,
277.1280009,3.445516667,81805.95313,157708.2344,50099264,50645.07422,20532492,42719.60938,38747.46875,18093450,95358.67188,132065.2344,184468.4375,10533.8291,92583.14063,3,510,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,[M+H]+,-0.015,C12H20O7,-0.675156669,STD,-0.353021871,-0.113959132,-0.466981003,
278.1899516,3.887333333,8342.360352,6502.889648,8051.962891,5484.657715,2976.329834,3858.830566,10174.93262,1525775.25,29217.14648,10663.53223,7826.179688,4189.387207,5097.952148,8,526,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,[M+H]+,4.792,C20H23N,-1.377192892,STD,-0.33043022,-0.474165066,-0.804595286,
279.145518,3.074533333,100,6892.707031,4513.304199,51836.89453,100,19485.11133,100,100,1996.875488,100,100,135118.5313,100,12,549,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,[M+H]+,0.026,C13H18N4O3,1.226904979,STD,-0.126403406,-0.376323957,-0.502727364,
279.1447856,2.8994,5252.621582,41987.57422,15446.39355,7071.986328,3690.666016,3050.033447,100,2147.236084,3165.890137,100,100,142237136,1699.394653,12,549,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,[M+H]+,0.026,C13H18N4O3,-1.396898202,STD,-0.06183957,-0.487831147,-0.549670717,
