"mz","rt","H2O_Mix1.mzXML","H2O_Mix10.mzXML","H2O_Mix11.mzXML","H2O_Mix12.mzXML","H2O_Mix2.mzXML","H2O_Mix3.mzXML","H2O_Mix4.mzXML","H2O_Mix5.mzXML","H2O_Mix6.mzXML","H2O_Mix7.mzXML","H2O_Mix8.mzXML","H2O_Mix9.mzXML","MeOH_2.mzXML","SampleID","PrimaryIso","ID","SMILES","Adducts","LOGP","formula","mserror","db","Score","ranking"
180.051534016927,0.618355,41731.4765625,3512.33251953125,6711.99853515625,3842.287109375,4446.986328125,100,100,100,100,54676.6640625,9670.0146484375,100,1679.79772949219,10,180.051534016927,"747","NC1=NC(=O)C2=C(N1)NC(=O)C=N2","[M+H]+","-0.81","C6H5N5O2","-0.418674982761846","STD","-10.0162459620906","1"
180.174428304036,3.46338333333333,31021.91015625,19347.900390625,14377.533203125,14469.58203125,4443.62353515625,15901.7373046875,83130656,6223.35791015625,14081.443359375,16439.2734375,13315.22265625,20849.6953125,17375.43359375,7,180.174428304036,"339","CC12CC3CC(C)(C1)CC(N)(C3)C2","[M+H]+","3.524","C12H21N","-1.4230430253053501","STD","-4.41806656513067","1"
184.00651550293,1.21158166666667,100,38741.32421875,100,100,100,52739.26953125,3208.11474609375,100,41606.8828125,100,4827.10986328125,100,100,6,184.00651550293,"848","O=C1NS(=O)(=O)C2=C1C=CC=C2","[M+H]+","-0.67","C7H5NO3S","1.17823507003996","STD","-5.72719631388315","1"
185.153559366862,8.00078333333333,58551.78515625,969003.25,11321287,249292.015625,47804.19140625,42816.5,823739.875,52164.79296875,39889.10546875,41627.78515625,34974.953125,37642.68359375,47066.7265625,3,185.153559366862,"416","CCCCCCC1CCCC(=O)O1","[M+H]+","3.6709999999999998","C11H20O2","-0.29993016732810102","STD","-54.6843333970071","1"
188.070592244466,1.76121666666667,10249.845703125,6025.07275390625,3290.16040039062,3664.3291015625,855587,16397.802734375,13320786,5239.1826171875,2992.14331054688,77754.1640625,10611674,6548437.5,2745.06811523438,7,188.070592244466,"868","OC(=O)\C=C\C1=CC2=C(N1)C=CC=C2","[M+H]+","1.323","C11H9NO2","-0.113018912752157","STD","-8.24464962751475","1"
189.111928304036,4.24976666666667,23412.333984375,8786.6279296875,3770.92309570312,7562669,8884.0732421875,4463.5830078125,5788.08740234375,4101.32861328125,394856.53125,3372.24609375,230232.21875,21789.96484375,3926.76806640625,4,189.111928304036,"944","OC(=O)CCCCCCCC(O)=O","[M+H]+","1.7130000000000001","C9H16O4","-1.1405730218672501","STD","-4.32515070879319","1"
190.082387288411,0.478596666666667,100,100,100,100,100,100,87654.9296875,100,100,100,100,100,1561.05163574219,7,190.082387288411,"730","NC\C(O)=N\C\C(O)=N\CC(O)=O","[M+H]+","-4.8620000000000001","C6H11N3O4","0.77013138126119995","STD","-0.766695678191728","1"
190.118616739909,0.493588333333333,100,100,100,100,100,100,100,100,2262559.75,12458.15625,100,100,100,9,190.118616739909,"666","N[C@@H](CCCCNC(N)=O)C(O)=O","[M+H]+","-3.5510000000000002","C7H15N3O3","-5.0810863803452101E-2","STD","-0.632346727860898","1"
192.069101969401,1.77545,2876.06518554688,100,100,100,100,100,100,100,100,100,100,1011093.625,100,12,192.069101969401,"641","CSCCC(NC(C)=O)C(O)=O","[M+H]+","0.58899999999999997","C7H13NO3S","1.05675196561768","STD","-5.72330265127283","1"
203.091283162435,3.44551666666667,13991.34765625,141195.71875,52763860,224125.953125,5327.75146484375,4152.11376953125,32394.26953125,137852.46875,5310.46142578125,102944.03125,51260.12890625,16894.40625,2311.94653320312,3,203.091283162435,"503","CCOC(=O)C(C)C(=O)C(=O)OCC","[M+H]+","1.0569999999999999","C9H14O5","-0.61764130463654598","STD","-0.945649016254923","1"
203.127568562826,4.32993333333333,148993.40625,24253.27734375,274486.25,4720963.5,69102.3046875,48706.0234375,45235.1953125,14374.201171875,246161.65625,17239.388671875,2613328.75,30572.798828125,32107.603515625,4,203.127568562826,"946","OC(=O)CCCCCCCCC(O)=O","[M+H]+","2.282","C10H18O4","-1.11032281860061","STD","-3.08539545313363","1"
203.128082275391,3.22738333333333,5206.3662109375,15930.0283203125,3207.19409179688,3756.44165039062,4204.82080078125,4071.931640625,3186.52734375,3140.52172851562,3670.54174804688,3338.13696289062,3253.341796875,3446.53759765625,3423.93920898438,2,203.128082275391,"946","OC(=O)CCCCCCCCC(O)=O","[M+H]+","2.282","C10H18O4","1.4186880878530399","STD","-2.72502089331124","1"
203.143030802409,5.03421666666667,43088.328125,5178.5849609375,34947.4921875,794722.5,28313.9921875,95726.5390625,29932.8515625,5137948.5,27553.736328125,29331.095703125,516324.46875,27869.587890625,27202.646484375,8,203.143030802409,"394","CCCCC\C(C=O)=C\C1=CC=CC=C1","[M+H]+","4.32","C14H18O","-9.5487357293840197E-2","STD","-0.717599170914084","1"
204.098159790039,0.478596666666667,100,100,100,100,100,100,210094.140625,100,100,100,100,100,100,7,204.098159790039,"772","NCC(=O)NC(CCC(N)=O)C(O)=O","[M+H]+","-4.9050000000000002","C7H13N3O4","1.3174544999573301","STD","-1.94483099066893","1"
204.101796468099,3.5001,4322.84912109375,7086.72216796875,3115.10375976562,11939.3759765625,6193.23828125,414466.6875,15884529,4179.4091796875,2702.96997070312,43489148,20028.80859375,2936.5263671875,3660.51977539062,10,204.101796468099,"939","OC(=O)CCCC1=CNC2=C1C=CC=C2","[M+H]+","1.3320000000000001","C12H13NO2","-0.57437956474588103","STD","-0.690065500781669","1"
204.113118489583,1.38452666666667,100,2099.23266601562,100,100,100,100,7846947.5,100,100,38320.83203125,100,100,100,7,204.113118489583,"710","NC(CC1=CNC2=CC=CC=C12)C(N)=O","[M+H]+","-0.58499999999999996","C11H13N3O","-0.14016941617890699","STD","-3.32308699990969","1"
204.123006184896,0.523391666666667,4271.8603515625,2876.01440429688,2410.353515625,1981.27722167969,4335.78466796875,100,3178.31713867188,100,35203440,2733.30908203125,11529.84765625,5107.6083984375,2429.48828125,9,204.123006184896,"174","CC(=O)OC(CC([O-])=O)C[N+](C)(C)C","[M+H]+","-1.0009999999999999","C9H17NO4","-0.180357446447829","STD","-9.93154791641629","1"
206.067036946615,3.23028333333333,11745.7822265625,20348.322265625,11707.6298828125,14089.462890625,11030.4599609375,11992.9404296875,29506.255859375,22418.529296875,15249.591796875,1047380.0625,14099.4853515625,11224.603515625,8877.154296875,10,206.067036946615,"702","NC(=O)CCCCC1CCSS1","[M+H]+","1.3440000000000001","C8H15NOS2","1.19595359958738","STD","-1.43272001405312","1"
207.086339314779,2.40945,21933.240234375,1524.78015136719,1207.31860351562,9314023,100,4076.58081054688,3728.3212890625,100,51086.83984375,3045.97314453125,100,1653732.5,100,4,207.086339314779,"504","CCOC(=O)C(O)C(O)C(=O)OCC","[M+H]+","-0.75","C8H14O6","7.7816714975212004E-2","STD","-0.156910001129534","1"
212.200698852539,5.30688333333333,3430.302734375,13514.98046875,15185.7587890625,14820.1240234375,13725.9765625,17844.33984375,16609.98046875,15135.859375,12654.619140625,13540.01953125,12090.162109375,13710.765625,12629.9853515625,6,212.200698852539,"499","CCNC(=O)C1CC(C)CCC1C(C)C","[M+H]+","4.1390000000000002","C13H25NO","-0.94508388531814103","STD","-3.32139725396846","1"
213.075566609701,3.86671666666667,12019.2890625,11972.1015625,9223.111328125,11022.734375,5925.64111328125,23444.8984375,100,11388.419921875,4370.45458984375,12064.6171875,7989.06396484375,5782.61474609375,8546.6044921875,6,213.075566609701,"489","CCCOC(=O)C1=CC(O)=C(O)C(O)=C1","[M+H]+","1.798","C10H12O5","-0.90057392564142402","STD","-1.607634866187","1"
213.075993855794,2.35421666666667,7286.22607421875,2384.8955078125,20762.638671875,9274.6767578125,3953.33203125,3526.58178710938,5939.20166015625,12666.0107421875,4004.306640625,5127.16943359375,263924.46875,3864.99877929688,3186.15380859375,11,213.075993855794,"489","CCCOC(=O)C1=CC(O)=C(O)C(O)=C1","[M+H]+","1.798","C10H12O5","1.1045626962055399","STD","-5.76750695382393","1"
214.062571207682,2.98873333333333,11656.1357421875,100,100,100,100,100,8472.3232421875,100,100,100,2536.43481445312,100,100,1,210.067611694336,"774","NCC(CC(O)=O)C1=CC=C(Cl)C=C1","[M+H]+","3.7999999999999902E-2","C10H12ClNO2","-1.7288978434645801","STD","-3.63151992615158","1"
214.063181559245,2.13646666666667,100,100,100,3402.14208984375,100,1908.5966796875,6267487,100,100,100,100,11309.3427734375,100,7,214.063181559245,"774","NCC(CC(O)=O)C1=CC=C(Cl)C=C1","[M+H]+","3.7999999999999902E-2","C10H12ClNO2","1.12237538012141","STD","-2.07516198211778","1"
216.042612711589,1.06249833333333,903995.6875,9780.615234375,6366.15869140625,4695.63720703125,100,4576.36376953125,3399.81469726562,4052.94580078125,2367.22338867188,2689.49291992188,2906.18310546875,8725.48046875,3016.22827148438,1,216.042612711589,"707","NC(CC1=CC(Cl)=C(O)C=C1)C(O)=O","[M+H]+","-2.1339999999999999","C9H10ClNO3","1.8830155006145","STD","-4.53824018483493","1"
217.129547119141,0.507163333333333,100,31746484,100,100,100,100,100,7794.27978515625,18886.90625,100,100,13888.359375,100,2,217.129547119141,"158","CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O","[M+H]+","-2.6480000000000001","C8H16N4O3","0.100028489459386","STD","-2.63656182137197","1"
217.158584594727,4.29808333333333,48310.30078125,66954.5078125,67716.4296875,198409.78125,84681.078125,56586.71484375,69501.2265625,60163.0546875,60536.02734375,66442.2890625,37911.546875,68663.03125,37575.3125,4,217.158584594727,"405","CCCCCC\C(C=O)=C/C1=CC=CC=C1","[M+H]+","4.8890000000000002","C15H20O","-0.53281464165876402","STD","-1.65004877751308","1"
218.08457438151,2.61883333333333,100,6961.86669921875,100,100,8655177,100,100,100,100,100,100,100,100,5,218.08457438151,"111","C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O","[M+H]+","0.63800000000000001","C9H15NO3S","0.11638379498147899","STD","-0.269461111149409","1"
218.13894144694,1.428515,9465.4599609375,6843.455078125,3076.01708984375,3006.46875,4455.8203125,4244.91748046875,3013.34155273438,3440.52807617188,17894.43359375,6282.89404296875,14914.1181640625,3489.69897460938,3215.44287109375,9,218.13894144694,"353","CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","[M+H]+","-0.748","C10H19NO4","1.13848054116346","STD","-3.77790337365184","1"
218.138565063477,0.647751666666667,100,4181.41845703125,2200.982421875,2416.34130859375,100,3205.60302734375,100,100,47132964,8444.791015625,100,1827.47790527344,4402.50537109375,9,218.138565063477,"353","CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","[M+H]+","-0.748","C10H19NO4","-0.58695042477977","STD","-10.1845813082109","1"
219.086700439453,3.98018333333333,16293.2080078125,3061.74145507812,9281.1943359375,12885.6240234375,44191.328125,100,100,100,4581.79296875,2848.47631835938,9364.537109375,25209.01953125,1945.90588378906,5,219.086700439453,"181","CC(=O)OCC(COC(C)=O)OC(C)=O","[M+H]+","0.34","C9H14O6","1.72187290399065","STD","-9.20848125220827","1"
220.133112589518,2.50316666666667,7239.5205078125,4491.16748046875,3045.77709960938,2663.5205078125,4268.5107421875,4638.083984375,7990361.5,3031.65161132812,3075.7216796875,3810.56127929688,4882.43017578125,3481.8642578125,2655.77270507812,7,220.133112589518,"875","OC(=O)C(C1CCCCN1)C1=CC=CC=C1","[M+H]+","1.988","C13H17NO2","-0.45976945760983501","STD","-4.26885153049926","1"
222.995630900065,1.328085,134176.03125,3570.16088867188,3096.88037109375,47691.53515625,63110.5859375,4611451,16453.31640625,16085.099609375,6203.92333984375,3587.18823242188,3123.11962890625,2849.98120117188,5351.51611328125,6,222.995630900065,"169","CC(=O)NC1=NN=C(S1)S(N)(=O)=O","[M+H]+","-0.98099999999999998","C4H6N4O3S2","0.96145410661516295","STD","-3.34492008554316","1"
223.107782999674,1.77823333333333,6994.12451171875,100,2410.7978515625,100,3500.81469726562,100,7598791.5,2663.78173828125,100,1479.57287597656,118797.703125,2617.83837890625,1835.98376464844,7,223.107782999674,"709","NC(CC1=CC=CC=C1)C(=O)NCC(O)=O","[M+H]+","-2.403","C11H14N2O3","0.24965365942593401","STD","-0.538019476886529","1"
224.091771443685,2.6123,2465.52416992188,4135.8466796875,2240.49365234375,2604.103515625,58016.5625,71452.953125,4702.3740234375,3117.0126953125,5109.30517578125,3205.33911132812,3294.31665039062,15410563,3197.14453125,12,224.091771443685,"156","CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","[M+H]+","-0.26900000000000002","C11H13NO4","0.127374980044035","STD","-0.131195563017218","1"
225.090957641602,3.97926666666667,81750416,25566.611328125,386837.0625,18507.03515625,32325.95703125,12870.923828125,21114.8984375,63035.19140625,31352.431640625,7173.37255859375,9441.1748046875,14392.73046875,6617.7021484375,1,225.090957641602,"1022","OC1=CC=C(\C=C/C(=O)C2=CC=CC=C2)C=C1","[M+H]+","2.0350000000000001","C15H12O2","-0.25304614202339298","STD","-0.862237602537379","1"
225.091405232747,2.01761666666667,100,3906.88745117188,3321.90795898438,5275.69091796875,9645.7158203125,4466.39111328125,6712.072265625,4427.10498046875,7661.0576171875,3015.82763671875,3787.33325195312,3361.31860351562,3933.60180664062,5,225.091405232747,"1022","OC1=CC=C(\C=C/C(=O)C2=CC=CC=C2)C=C1","[M+H]+","2.0350000000000001","C15H12O2","1.7354405291633801","STD","-12.1919064454739","1"
226.093419392904,0.625493333333333,10386650,100,100,100,100,100,210966.421875,41424.6953125,100,100,100,100,100,1,226.093419392904,"745","NC1=NC(=O)C2=C(N1)N(COCCO)C=N2","[M+H]+","-0.33600000000000002","C8H11N5O3","-0.24240907364174299","STD","-12.8119268584043","1"
227.066492716471,1.31831833333333,1448094.625,2136.5556640625,100,1624.55908203125,100,100,100,100,100,100,100,100,100,1,227.066492716471,"652","N[C@@H](CC1=CC=C(O)C(=C1)[N+]([O-])=O)C(O)=O","[M+H]+","-1.6359999999999999","C9H10N2O5","1.0407368719508101","STD","-1.99650974362508","1"
229.179967244466,4.49196666666667,29779.826171875,22718.859375,33013.234375,22343.419921875,29418.86328125,52101.6640625,22171.9609375,11345.6240234375,24692.2109375,23708.259765625,20340556,26095.57421875,20938.564453125,11,229.179967244466,"201","CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C(C)O","[M+H]+","3.44","C13H24O3","0.60059553983378999","STD","-0.708453229846027","1"
230.055140177409,1.74358333333333,100,100,100,100,100,100,18559.962890625,100,3966.17138671875,100,5902.0478515625,100,100,7,230.055140177409,"720","NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1","[M+H]+","-1.4359999999999999","C6H8ClN7O","-0.13224043215284101","STD","-0.104145546276418","1"
230.055079142253,2.65708333333333,26999.078125,16828.5859375,18164.609375,8454.9921875,2723.255859375,2972.80444335938,41922.640625,100,1786.70739746094,7782.5595703125,1413.01879882812,3076.03247070312,1725.67846679688,7,230.055079142253,"720","NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1","[M+H]+","-1.4359999999999999","C6H8ClN7O","-0.39754717760215502","STD","-2.50697599679986","1"
236.175765991211,0.871613333333333,100,10254.18359375,100,100,100,100,43253632,21554.234375,2522.08764648438,100,100,100,100,7,236.175765991211,"494","CCN(CC)CCNC(=O)C1=CC=C(N)C=C1","[M+H]+","0.34599999999999997","C13H21N3O","7.9141104387490002E-2","STD","-13.8751046770508","1"
237.101933797201,3.58383333333333,56207.62109375,100,44140.01953125,2468.47045898438,100,2985.85864257812,100,22979.37109375,2353525.5,6562.7587890625,89485.734375,4550.47998046875,7320.5087890625,9,237.101933797201,"704","NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12","[M+H]+","0.79200000000000004","C15H12N2O","-1.3251802481941699","STD","-3.39049788713906","1"
237.123407999674,1.81435,100,207511.765625,2026.67492675781,100,100,100,4551.91162109375,100,17596698,28980.486328125,90707.6640625,5954.4130859375,100,9,237.123407999674,"257","CC(N)C(=O)NC(CC1=CC=CC=C1)C(O)=O","[M+H]+","-1.877","C12H16N2O3","0.12904535538772499","STD","-0.0865293967111443","1"
239.070617675781,2.93793333333333,10573.7275390625,3540.0087890625,3682.359375,3117.74853515625,100,5145.1142578125,100,4173.4130859375,12500.5361328125,10352.630859375,12911.5830078125,5637.7763671875,3182.0869140625,11,239.070617675781,"1015","OC1=C(OC2=CC=CC=C2C1=O)C1=CC=CC=C1","[M+H]+","2.573","C15H10O3","1.4157983300046999","STD","-4.88833871585256","1"
239.070353190104,6.371,19802.3515625,27747.03515625,19448.306640625,16267.2421875,16699.67578125,14681.556640625,29576.849609375,14384.587890625,10149.375,781659.5625,147826.765625,55132.54296875,19548.705078125,10,239.070353190104,"1015","OC1=C(OC2=CC=CC=C2C1=O)C1=CC=CC=C1","[M+H]+","2.573","C15H10O3","0.30949092256085697","STD","-26.8034091465116","1"
239.069900512695,4.61323333333333,41705.0078125,53660.04296875,9691.140625,13212.9931640625,11087.40234375,11067.0107421875,80089096,3135.96264648438,13250.5224609375,8458758,486823.875,193336.359375,5680.23486328125,7,239.069900512695,"1015","OC1=C(OC2=CC=CC=C2C1=O)C1=CC=CC=C1","[M+H]+","2.573","C15H10O3","-1.58400243555055","STD","-5.23951811750517","1"
239.070205688477,7.79976666666667,18309.529296875,23415.185546875,16864.888671875,20588.453125,16726.73046875,14121.0947265625,17202.568359375,15358.5107421875,15716.6142578125,409452.28125,115497.2109375,41809.8671875,13145.6533203125,10,239.070205688477,"1015","OC1=C(OC2=CC=CC=C2C1=O)C1=CC=CC=C1","[M+H]+","2.573","C15H10O3","-0.30748927168585599","STD","-64.5028039781438","1"
239.091237386068,3.25431666666667,8572.1806640625,21634.921875,12642.3203125,8272.8232421875,7534337.5,50461.0703125,9786.216796875,6541.87841796875,9817.4697265625,8655.6171875,7804.3125,10432.3017578125,9261.140625,5,239.091237386068,"601","COC1=CC(\C=C\C(O)=O)=CC(OC)=C1OC","[M+H]+","1.073","C12H14O5","-0.71610291599182396","STD","-0.637818902633776","1"
239.102493286133,2.47231666666667,100,6435.0966796875,100,1705.455078125,100,17433.95703125,7803.3388671875,8675.884765625,100,1846.45349121094,100,4895.5654296875,100,6,239.102493286133,"771","NCC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O","[M+H]+","-3.5390000000000001","C11H14N2O4","-0.62154879758027703","STD","-10.3247514951873","1"
