"mz","rt","H2O_Mix1.mzXML","H2O_Mix10.mzXML","H2O_Mix11.mzXML","H2O_Mix12.mzXML","H2O_Mix2.mzXML","H2O_Mix3.mzXML","H2O_Mix4.mzXML","H2O_Mix5.mzXML","H2O_Mix6.mzXML","H2O_Mix7.mzXML","H2O_Mix8.mzXML","H2O_Mix9.mzXML","MeOH_2.mzXML","SampleID","PrimaryIso","ID","SMILES","Adducts","LOGP","formula","mserror","db"
211.086268107096,3.81333333333333,2552.80322265625,2062.732421875,100,1994.99597167969,26499.546875,100,100,5347149.5,2403.46899414062,2100.666015625,15685.484375,2179.27075195312,1886.27258300781,8,211.086268107096,"30533;30534","CN1C2=CC=CC=C2N=C2C(=O)C=CC=C12;CN1C2=CC=CC=C2N=C2C(=O)C=CC=C12","[M+H]+;[M+H]+","0;0.833;0.833","C13H10N2O;C13H10N2O","-1.5628345066066;-1.5628345066066","HMDB;HMDB"
211.132614135742,4.37678333333333,75826.421875,166503.34375,269359.3125,2851480,47698.34765625,43128.6015625,47695.80859375,211840.3125,64487.2890625,39730.7109375,31750.66796875,48911.05859375,1923.36828613281,4,211.132614135742,"5743","CC\C=C/C[C@@H]1[C@@H](CC(O)=O)CCC1=O","[M+H]+","0;-1.791","C12H18O3","-1.25638693439025","HMDB"
212.103159586589,0.456666666666667,100,2248047.25,10503.072265625,100,100,100,100,100,100,100,100,100,100,2,212.103159586589,"19896","NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1","[M+H]+","0;1.129","C9H13N3O3","0.864138888316706","HMDB"
213.075993855794,2.35421666666667,7286.22607421875,2384.8955078125,20762.638671875,9274.6767578125,3953.33203125,3526.58178710938,5939.20166015625,12666.0107421875,4004.306640625,5127.16943359375,263924.46875,3864.99877929688,3186.15380859375,11,213.075993855794,"5833;5834;5835;5836;5837;5838;9289;9290;31971","CCCOC(=O)C1=CC(O)=C(O)C(O)=C1;CCCOC(=O)C1=CC(O)=C(O)C(O)=C1;CCCOC(=O)C1=CC(O)=C(O)C(O)=C1;CCCOC(=O)C1=CC(O)=C(O)C(O)=C1;CCCOC(=O)C1=CC(O)=C(O)C(O)=C1;CCCOC(=O)C1=CC(O)=C(O)C(O)=C1;CCCOC(=O)C1=CC(O)=C(O)C(O)=C1;CCCOC(=O)C1=CC(O)=C(O)C(O)=C1;CCCOC(=O)C1=CC(O)=C(O)C(O)=C1","[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+","0;1.922;1.922;1.922;1.922;1.922;-1.491;-1.491;-1.491;1.798","C10H12O5;C10H12O5;C10H12O5;C10H12O5;C10H12O5;C10H12O5;C10H12O5;C10H12O5;C10H12O5","1.10456269620554;1.10456269620554;1.10456269620554;1.10456269620554;1.10456269620554;1.10456269620554;1.10456269620554;1.10456269620554;1.10456269620554","HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;STD"
214.063181559245,2.13646666666667,100,100,100,3402.14208984375,100,1908.5966796875,6267487,100,100,100,100,11309.3427734375,100,7,214.063181559245,"27631;27632;27633;27634;27635;32256","CC(C)OC(=O)NC1=CC=CC(Cl)=C1;CC(C)OC(=O)NC1=CC=CC(Cl)=C1;CC(C)OC(=O)NC1=CC=CC(Cl)=C1;CC(C)OC(=O)NC1=CC=CC(Cl)=C1;CC(C)OC(=O)NC1=CC=CC(Cl)=C1;NCC(CC(O)=O)C1=CC=C(Cl)C=C1","[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+","0;0.348;0.348;0.348;0.348;0.348;0.0379999999999999","C10H12ClNO2;C10H12ClNO2;C10H12ClNO2;C10H12ClNO2;C10H12ClNO2;C10H12ClNO2","1.12237538012141;1.12237538012141;1.12237538012141;1.12237538012141;1.12237538012141;1.12237538012141","HMDB;HMDB;HMDB;HMDB;HMDB;STD"
214.107452392578,2.64666666666667,5180.234375,5026.4765625,3336.05126953125,3522.87182617188,10775.3515625,3971.41577148438,3536.38549804688,2648.0654296875,3501.93823242188,5641.2607421875,111828.2265625,160307.390625,3555.10913085938,12,214.107452392578,"8046;10482;10483;10484;10485;10486;10487;10488;10489;10490;10491;10492;29282;29283","CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O;CC(=C)C1CNC(C1CC(O)=O)C(O)=O","[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+","0;1.955;1.445;1.445;1.445;1.445;1.445;1.445;1.955;1.955;1.955;1.955;1.955;-1.27;-1.27","C10H15NO4;C10H15NO4;C10H15NO4;C10H15NO4;C10H15NO4;C10H15NO4;C10H15NO4;C10H15NO4;C10H15NO4;C10H15NO4;C10H15NO4;C10H15NO4;C10H15NO4;C10H15NO4","0.277396127297127;0.277396127297127;0.277396127297127;0.277396127297127;0.277396127297127;0.277396127297127;0.277396127297127;0.277396127297127;0.277396127297127;0.277396127297127;0.277396127297127;0.277396127297127;0.277396127297127;0.277396127297127","HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB"
214.252705891927,4.65251666666667,40744.3671875,108085.671875,104176.859375,138057.375,66953.4453125,91216.890625,112961.15625,99859.3203125,127280.4375,135916.421875,109006.2265625,106378.359375,95093.3984375,4,214.252705891927,"29902;29903;29904;29905","CCCCCCCCCCCCN(C)C;CCCCCCCCCCCCN(C)C;CCCCCCCCCCCCN(C)C;CCCCCCCCCCCCN(C)C","[M+H]+;[M+H]+;[M+H]+;[M+H]+","0;0.667;0.667;0.667;0.667","C14H31N;C14H31N;C14H31N;C14H31N","-1.06933572654461;-1.06933572654461;-1.06933572654461;-1.06933572654461","HMDB;HMDB;HMDB;HMDB"
215.070348103841,2.66521666666667,87917.3125,6511.04345703125,5725.5654296875,14793.1455078125,77215.015625,50492.51953125,7565.43994140625,9806.6083984375,10616.3759765625,8600.8671875,253220.3125,16664.462890625,24787.0859375,11,215.070348103841,"5631;5632;5633;5634;6337;6338;6339;6340;6341;6342;6343;6344;6345;6346;6347;6348;6349;6350;6351;6716;6717;6718;6719;6720;6721;6722;9950;24583;24584;24585;25541;25542;25543;25544;25545","OC1=CC=CC=C1C(=O)OC1=CC=CC=C1;OC1=CC=CC=C1C(=O)OC1=CC=CC=C1;OC1=CC=CC=C1C(=O)OC1=CC=CC=C1;OC1=CC=CC=C1C(=O)OC1=CC=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1;OC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1","[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+","0;-0.133;-0.133;-0.133;-0.133;1.914;1.914;1.914;1.914;1.914;1.914;1.914;1.914;1.914;1.914;1.914;1.914;1.914;1.914;1.914;-1.049;-1.049;-1.049;-1.049;-1.049;-1.049;-1.049;-1.049;0.724;0.724;0.724;3.367;3.367;3.367;3.367;3.367","C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3;C13H10O3","0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996;0.320378158895996","HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB"
215.095474243164,4.4727,26239.34765625,7371.0224609375,126479.78125,196632.453125,17114.658203125,9914.12109375,7540.3603515625,24076.015625,7209.04541015625,7761.80810546875,27078.82421875,7186.41064453125,7971.73779296875,4,215.095474243164,"29683;29684;29685;29686;29687;29688;29689;29690;29691;29692;29693;29694;29695;29696;29697;29698;29699;29700;29701;29702;29703;29704;29705;29706;29707;29708;29709;29710;29711;29712","CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C;CSC1=NN=C(C(=O)N1N)C(C)(C)C","[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+","0;2.208;2.208;2.208;2.208;2.208;2.208;2.208;1.613;1.613;1.613;1.613;1.613;1.613;1.613;1.613;1.613;1.613;1.613;1.613;1.604;3.056;3.056;3.056;3.056;3.056;3.056;-0.481;-0.481;-0.481;0.558","C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS;C8H14N4OS","-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058;-2.98730988277058","HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB"
215.200795491536,5.3456,9267.3701171875,9102.0947265625,9991.74609375,9481.837890625,15445.7548828125,18758.15625,8421.0302734375,10691.0537109375,296296.78125,10295.5400390625,8724.1875,9834.8486328125,8636.46484375,9,215.200795491536,"1869;1870;1871;8741;8742;13171;13172;13173;31919;31923;31928","CCCCCCCCCCCCC(O)=O;CCCCCCCCCCCCC(O)=O;CCCCCCCCCCCCC(O)=O;CCCCCCCCCCCCC(O)=O;CCCCCCCCCCCCC(O)=O;CCCCCCCCCCCCC(O)=O;CCCCCCCCCCCCC(O)=O;CCCCCCCCCCCCC(O)=O;CCCCCCCCCCC(=O)OCC;CCCCCCCCCCCC(=O)OC;CCCCCCCCCCCCC(O)=O","[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+","0;-0.461;-0.461;-0.461;-0.461;-0.461;3.244;3.244;3.244;5.469;5.615;5.863","C13H26O2;C13H26O2;C13H26O2;C13H26O2;C13H26O2;C13H26O2;C13H26O2;C13H26O2;C13H26O2;C13H26O2;C13H26O2","1.07058868407927;1.07058868407927;1.07058868407927;1.07058868407927;1.07058868407927;1.07058868407927;1.07058868407927;1.07058868407927;1.07058868407927;1.07058868407927;1.07058868407927","HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;STD;STD;STD"
216.042612711589,1.06249833333333,903995.6875,9780.615234375,6366.15869140625,4695.63720703125,100,4576.36376953125,3399.81469726562,4052.94580078125,2367.22338867188,2689.49291992188,2906.18310546875,8725.48046875,3016.22827148438,1,216.042612711589,"2464;2465;2466;14349;14350;14351;14352;14353;14354;32189","NC(CC1=CC(Cl)=C(O)C=C1)C(O)=O;NC(CC1=CC(Cl)=C(O)C=C1)C(O)=O;NC(CC1=CC(Cl)=C(O)C=C1)C(O)=O;NC(CC1=CC(Cl)=C(O)C=C1)C(O)=O;NC(CC1=CC(Cl)=C(O)C=C1)C(O)=O;NC(CC1=CC(Cl)=C(O)C=C1)C(O)=O;NC(CC1=CC(Cl)=C(O)C=C1)C(O)=O;NC(CC1=CC(Cl)=C(O)C=C1)C(O)=O;NC(CC1=CC(Cl)=C(O)C=C1)C(O)=O;NC(CC1=CC(Cl)=C(O)C=C1)C(O)=O","[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+","0;3.035;3.035;3.035;3.819;3.819;3.819;3.819;3.819;3.819;-2.134","C9H10ClNO3;C9H10ClNO3;C9H10ClNO3;C9H10ClNO3;C9H10ClNO3;C9H10ClNO3;C9H10ClNO3;C9H10ClNO3;C9H10ClNO3;C9H10ClNO3","1.8830155006145;1.8830155006145;1.8830155006145;1.8830155006145;1.8830155006145;1.8830155006145;1.8830155006145;1.8830155006145;1.8830155006145;1.8830155006145","HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;STD"
217.049641927083,4.17568333333333,4781.06201171875,28994.390625,3565.74169921875,3896.5556640625,208376.140625,1687.88720703125,8361.0634765625,29346.228515625,6486.7236328125,29140.978515625,7693.93505859375,13469.8427734375,4510.109375,5,217.049641927083,"5435;18583;18584;18585;18586;18587;18588;18589;18590;18591;18592;18593;18594;18595;18596;18597;18598;18599;18600;18601;22505;22506;22507;22508;22509;22510;22511;22512;22513;22514;22515;22516;22517;22518;22519;22520;22521;22522;22523;22524;22525;22526;22527","COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2;COC1=C2C=CC(=O)OC2=CC2=C1C=CO2","[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+","0;0.314;1.121;1.121;1.121;1.121;0.589;0.589;0.589;0.589;0.589;0.589;0.589;0.96;0.96;0.96;0.96;0.96;0.752;0.752;0.752;1.792;1.792;1.792;1.792;1.792;0.054;-1.349;-1.349;2.127;-1.518;-1.095;-1.095;-1.095;-1.095;1.806;1.806;1.806;1.806;1.806;-1.366;-1.366;1.78;0.593","C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4;C12H8O4","0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473;0.452555846094473","HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB"
217.096908569336,2.57025,100,104085.734375,100,100,225247,5180.484375,6015.384765625,100,100,100,3133.57788085938,100,4977.81982421875,5,217.096908569336,"23879","OC(=O)C1CC2=C(CN1)NC1=CC=CC=C21","[M+H]+","0;2.409","C12H12N2O2","-1.17012565833342","HMDB"
217.129547119141,0.507163333333333,100,31746484,100,100,100,100,100,7794.27978515625,18886.90625,100,100,13888.359375,100,2,217.129547119141,"3381;3382;3383;3384;31640","CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O;CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O;CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O;CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O;CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O","[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+","0;6.941;6.941;6.941;6.941;-2.648","C8H16N4O3;C8H16N4O3;C8H16N4O3;C8H16N4O3;C8H16N4O3","0.100028489459386;0.100028489459386;0.100028489459386;0.100028489459386;0.100028489459386","HMDB;HMDB;HMDB;HMDB;STD"
217.143315633138,3.5601,71716.6640625,28055.85546875,149697.28125,15188.9970703125,18080.310546875,17646.666015625,22501.880859375,18348.84375,12110.9560546875,70289.5,6431164,59893.8046875,8735.3896484375,11,217.143315633138,"1828;1829;1830;1831;1832;1833;8739;8740","OC(=O)CCCCCCCCCC(O)=O;OC(=O)CCCCCCCCCC(O)=O;OC(=O)CCCCCCCCCC(O)=O;OC(=O)CCCCCCCCCC(O)=O;OC(=O)CCCCCCCCCC(O)=O;OC(=O)CCCCCCCCCC(O)=O;OC(=O)CCCCCCCCCC(O)=O;OC(=O)CCCCCCCCCC(O)=O","[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+","0;-3.525;-3.525;-3.525;-3.525;-0.975;-0.975;0.946;0.946","C11H20O4;C11H20O4;C11H20O4;C11H20O4;C11H20O4;C11H20O4;C11H20O4;C11H20O4","-0.591622452602563;-0.591622452602563;-0.591622452602563;-0.591622452602563;-0.591622452602563;-0.591622452602563;-0.591622452602563;-0.591622452602563","HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB;HMDB"
217.158584594727,4.29808333333333,48310.30078125,66954.5078125,67716.4296875,198409.78125,84681.078125,56586.71484375,69501.2265625,60163.0546875,60536.02734375,66442.2890625,37911.546875,68663.03125,37575.3125,4,217.158584594727,"31887","CCCCCC\C(C=O)=C/C1=CC=CC=C1","[M+H]+","0;4.889","C15H20O","-0.532814641658764","STD"
217.159184773763,5.27331666666667,48310.30078125,35368.046875,40723.609375,198409.78125,42371.603515625,190815.3125,36568.21875,45676.97265625,42630.53515625,40777.91015625,37911.546875,35429.26171875,37575.3125,4,217.159184773763,"31887","CCCCCC\C(C=O)=C/C1=CC=CC=C1","[M+H]+","0;4.889","C15H20O","2.2309614191017","STD"
